"Kod";"Nazwa";"Wiek";"Płeć";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0000000;"POLSKA";"80-84";"ogółem";"1999";;"osoba";"";
0000000;"POLSKA";"80-84";"ogółem";"2000";;"osoba";"";
0000000;"POLSKA";"80-84";"ogółem";"2001";;"osoba";"";
0000000;"POLSKA";"80-84";"ogółem";"2002";528421;"osoba";"";
0000000;"POLSKA";"80-84";"ogółem";"2003";593328;"osoba";"";
0000000;"POLSKA";"80-84";"ogółem";"2004";634259;"osoba";"";
0000000;"POLSKA";"80-84";"ogółem";"2005";676796;"osoba";"";
0000000;"POLSKA";"80-84";"ogółem";"2006";709565;"osoba";"";
0000000;"POLSKA";"80-84";"ogółem";"2007";727288;"osoba";"";
0000000;"POLSKA";"80-84";"ogółem";"2008";751181;"osoba";"";
0000000;"POLSKA";"80-84";"ogółem";"2009";776869;"osoba";"";
0000000;"POLSKA";"80-84";"ogółem";"2010";807498;"osoba";"";
0000000;"POLSKA";"80-84";"ogółem";"2011";834494;"osoba";"";
0000000;"POLSKA";"80-84";"ogółem";"2012";855906;"osoba";"";
0000000;"POLSKA";"80-84";"ogółem";"2013";859378;"osoba";"";
0000000;"POLSKA";"80-84";"ogółem";"2014";864182;"osoba";"";
0000000;"POLSKA";"80-84";"ogółem";"2015";862711;"osoba";"";
0000000;"POLSKA";"80-84";"ogółem";"2016";869321;"osoba";"";
0000000;"POLSKA";"80-84";"ogółem";"2017";872028;"osoba";"";
0000000;"POLSKA";"80-84";"ogółem";"2018";876469;"osoba";"";
0000000;"POLSKA";"80-84";"ogółem";"2019";;"osoba";"n";
0000000;"POLSKA";"85 i więcej";"ogółem";"1995";;"osoba";"";
0000000;"POLSKA";"85 i więcej";"ogółem";"1996";;"osoba";"";
0000000;"POLSKA";"85 i więcej";"ogółem";"1997";;"osoba";"";
0000000;"POLSKA";"85 i więcej";"ogółem";"1998";;"osoba";"";
0000000;"POLSKA";"85 i więcej";"ogółem";"1999";;"osoba";"";
0000000;"POLSKA";"85 i więcej";"ogółem";"2000";;"osoba";"";
0000000;"POLSKA";"85 i więcej";"ogółem";"2001";;"osoba";"";
0000000;"POLSKA";"85 i więcej";"ogółem";"2002";329525;"osoba";"";
0000000;"POLSKA";"85 i więcej";"ogółem";"2003";318666;"osoba";"";
0000000;"POLSKA";"85 i więcej";"ogółem";"2004";331928;"osoba";"";
0000000;"POLSKA";"85 i więcej";"ogółem";"2005";354039;"osoba";"";
0000000;"POLSKA";"85 i więcej";"ogółem";"2006";378356;"osoba";"";
0000000;"POLSKA";"85 i więcej";"ogółem";"2007";412951;"osoba";"";
0000000;"POLSKA";"85 i więcej";"ogółem";"2008";449021;"osoba";"";
0000000;"POLSKA";"85 i więcej";"ogółem";"2009";480352;"osoba";"";
0000000;"POLSKA";"85 i więcej";"ogółem";"2010";520483;"osoba";"";
0000000;"POLSKA";"85 i więcej";"ogółem";"2011";555797;"osoba";"";
0000000;"POLSKA";"85 i więcej";"ogółem";"2012";587408;"osoba";"";
0000000;"POLSKA";"85 i więcej";"ogółem";"2013";623764;"osoba";"";
0000000;"POLSKA";"85 i więcej";"ogółem";"2014";664814;"osoba";"";
0000000;"POLSKA";"85 i więcej";"ogółem";"2015";704384;"osoba";"";
0000000;"POLSKA";"85 i więcej";"ogółem";"2016";742519;"osoba";"";
0000000;"POLSKA";"85 i więcej";"ogółem";"2017";770397;"osoba";"";
0000000;"POLSKA";"85 i więcej";"ogółem";"2018";789276;"osoba";"";
0000000;"POLSKA";"85 i więcej";"ogółem";"2019";;"osoba";"n";
0000000;"POLSKA";"0-14";"ogółem";"1995";;"osoba";"";
0000000;"POLSKA";"0-14";"ogółem";"1996";;"osoba";"";
0000000;"POLSKA";"0-14";"ogółem";"1997";;"osoba";"";
0000000;"POLSKA";"0-14";"ogółem";"1998";;"osoba";"";
0000000;"POLSKA";"0-14";"ogółem";"1999";;"osoba";"";
0000000;"POLSKA";"0-14";"ogółem";"2000";;"osoba";"";
0000000;"POLSKA";"0-14";"ogółem";"2001";;"osoba";"";
0000000;"POLSKA";"0-14";"ogółem";"2002";;"osoba";"";
0000000;"POLSKA";"0-14";"ogółem";"2003";;"osoba";"";
0000000;"POLSKA";"0-14";"ogółem";"2004";;"osoba";"";
0000000;"POLSKA";"0-14";"ogółem";"2005";;"osoba";"";
0000000;"POLSKA";"0-14";"ogółem";"2006";;"osoba";"";
0000000;"POLSKA";"0-14";"ogółem";"2007";;"osoba";"";
0000000;"POLSKA";"0-14";"ogółem";"2008";;"osoba";"";
0000000;"POLSKA";"0-14";"ogółem";"2009";;"osoba";"";
0000000;"POLSKA";"0-14";"ogółem";"2010";;"osoba";"";
0000000;"POLSKA";"0-14";"ogółem";"2011";;"osoba";"";
0000000;"POLSKA";"0-14";"ogółem";"2012";;"osoba";"";
0000000;"POLSKA";"0-14";"ogółem";"2013";5771426;"osoba";"";
0000000;"POLSKA";"0-14";"ogółem";"2014";5764151;"osoba";"";
0000000;"POLSKA";"0-14";"ogółem";"2015";5754564;"osoba";"";
0000000;"POLSKA";"0-14";"ogółem";"2016";5773364;"osoba";"";
0000000;"POLSKA";"0-14";"ogółem";"2017";5824219;"osoba";"";
0000000;"POLSKA";"0-14";"ogółem";"2018";5865242;"osoba";"";
0000000;"POLSKA";"0-14";"ogółem";"2019";;"osoba";"n";
