"Kod";"Nazwa";"Miesiące";"Rodzaje towarów i usług";"Cena i wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1000000;"ŁÓDZKIE";"styczeń";"czekolada mleczna - za 100g";"cena";"2018";3,65;"zł";"";
1000000;"ŁÓDZKIE";"styczeń";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2018";2,75;"zł";"";
1000000;"ŁÓDZKIE";"styczeń";"podkoszulek męski bawełniany, bez rękawa";"cena";"2018";22,78;"zł";"";
1000000;"ŁÓDZKIE";"styczeń";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2018";3,70;"zł";"";
1000000;"ŁÓDZKIE";"luty";"szynka wieprzowa gotowana - za 1kg";"cena";"2018";27,16;"zł";"";
1000000;"ŁÓDZKIE";"luty";"kiełbasa wędzona (2) - za 1kg";"cena";"2018";19,10;"zł";"";
1000000;"ŁÓDZKIE";"luty";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2018";1,74;"zł";"";
1000000;"ŁÓDZKIE";"luty";"jaja kurze świeże - za 1szt";"cena";"2018";0,72;"zł";"";
1000000;"ŁÓDZKIE";"luty";"pomarańcze - za 1kg";"cena";"2018";5,80;"zł";"";
1000000;"ŁÓDZKIE";"luty";"cebula - za 1 kg";"cena";"2018";1,82;"zł";"";
1000000;"ŁÓDZKIE";"luty";"czekolada mleczna - za 100g";"cena";"2018";3,67;"zł";"";
1000000;"ŁÓDZKIE";"luty";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2018";2,84;"zł";"";
1000000;"ŁÓDZKIE";"luty";"podkoszulek męski bawełniany, bez rękawa";"cena";"2018";21,99;"zł";"";
1000000;"ŁÓDZKIE";"luty";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2018";3,70;"zł";"";
1000000;"ŁÓDZKIE";"marzec";"szynka wieprzowa gotowana - za 1kg";"cena";"2018";26,02;"zł";"";
1000000;"ŁÓDZKIE";"marzec";"kiełbasa wędzona (2) - za 1kg";"cena";"2018";18,72;"zł";"";
1000000;"ŁÓDZKIE";"marzec";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2018";1,73;"zł";"";
1000000;"ŁÓDZKIE";"marzec";"jaja kurze świeże - za 1szt";"cena";"2018";0,69;"zł";"";
1000000;"ŁÓDZKIE";"marzec";"pomarańcze - za 1kg";"cena";"2018";6,03;"zł";"";
1000000;"ŁÓDZKIE";"marzec";"cebula - za 1 kg";"cena";"2018";1,70;"zł";"";
1000000;"ŁÓDZKIE";"marzec";"czekolada mleczna - za 100g";"cena";"2018";3,54;"zł";"";
1000000;"ŁÓDZKIE";"marzec";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2018";2,78;"zł";"";
1000000;"ŁÓDZKIE";"marzec";"podkoszulek męski bawełniany, bez rękawa";"cena";"2018";22,42;"zł";"";
1000000;"ŁÓDZKIE";"marzec";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2018";3,70;"zł";"";
1000000;"ŁÓDZKIE";"kwiecień";"szynka wieprzowa gotowana - za 1kg";"cena";"2018";25,37;"zł";"";
1000000;"ŁÓDZKIE";"kwiecień";"kiełbasa wędzona (2) - za 1kg";"cena";"2018";19,11;"zł";"";
1000000;"ŁÓDZKIE";"kwiecień";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2018";1,72;"zł";"";
1000000;"ŁÓDZKIE";"kwiecień";"jaja kurze świeże - za 1szt";"cena";"2018";0,67;"zł";"";
1000000;"ŁÓDZKIE";"kwiecień";"pomarańcze - za 1kg";"cena";"2018";5,60;"zł";"";
1000000;"ŁÓDZKIE";"kwiecień";"cebula - za 1 kg";"cena";"2018";1,84;"zł";"";
1000000;"ŁÓDZKIE";"kwiecień";"czekolada mleczna - za 100g";"cena";"2018";3,60;"zł";"";
1000000;"ŁÓDZKIE";"kwiecień";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2018";2,78;"zł";"";
1000000;"ŁÓDZKIE";"kwiecień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2018";22,49;"zł";"";
1000000;"ŁÓDZKIE";"kwiecień";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2018";3,70;"zł";"";
1000000;"ŁÓDZKIE";"maj";"szynka wieprzowa gotowana - za 1kg";"cena";"2018";27,02;"zł";"";
1000000;"ŁÓDZKIE";"maj";"kiełbasa wędzona (2) - za 1kg";"cena";"2018";19,03;"zł";"";
1000000;"ŁÓDZKIE";"maj";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2018";1,76;"zł";"";
1000000;"ŁÓDZKIE";"maj";"jaja kurze świeże - za 1szt";"cena";"2018";0,64;"zł";"";
1000000;"ŁÓDZKIE";"maj";"pomarańcze - za 1kg";"cena";"2018";5,76;"zł";"";
1000000;"ŁÓDZKIE";"maj";"cebula - za 1 kg";"cena";"2018";1,79;"zł";"";
1000000;"ŁÓDZKIE";"maj";"czekolada mleczna - za 100g";"cena";"2018";3,69;"zł";"";
1000000;"ŁÓDZKIE";"maj";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2018";2,87;"zł";"";
1000000;"ŁÓDZKIE";"maj";"podkoszulek męski bawełniany, bez rękawa";"cena";"2018";21,13;"zł";"";
1000000;"ŁÓDZKIE";"maj";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2018";3,70;"zł";"";
1000000;"ŁÓDZKIE";"czerwiec";"szynka wieprzowa gotowana - za 1kg";"cena";"2018";27,04;"zł";"";
1000000;"ŁÓDZKIE";"czerwiec";"kiełbasa wędzona (2) - za 1kg";"cena";"2018";19,00;"zł";"";
1000000;"ŁÓDZKIE";"czerwiec";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2018";1,80;"zł";"";
1000000;"ŁÓDZKIE";"czerwiec";"jaja kurze świeże - za 1szt";"cena";"2018";0,62;"zł";"";
1000000;"ŁÓDZKIE";"czerwiec";"pomarańcze - za 1kg";"cena";"2018";5,98;"zł";"";
1000000;"ŁÓDZKIE";"czerwiec";"cebula - za 1 kg";"cena";"2018";2,82;"zł";"";
1000000;"ŁÓDZKIE";"czerwiec";"czekolada mleczna - za 100g";"cena";"2018";3,66;"zł";"";
1000000;"ŁÓDZKIE";"czerwiec";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2018";2,81;"zł";"";
1000000;"ŁÓDZKIE";"czerwiec";"podkoszulek męski bawełniany, bez rękawa";"cena";"2018";21,13;"zł";"";
1000000;"ŁÓDZKIE";"czerwiec";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2018";3,77;"zł";"";
1000000;"ŁÓDZKIE";"lipiec";"szynka wieprzowa gotowana - za 1kg";"cena";"2018";27,22;"zł";"";
1000000;"ŁÓDZKIE";"lipiec";"kiełbasa wędzona (2) - za 1kg";"cena";"2018";19,01;"zł";"";
1000000;"ŁÓDZKIE";"lipiec";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2018";1,79;"zł";"";
1000000;"ŁÓDZKIE";"lipiec";"jaja kurze świeże - za 1szt";"cena";"2018";0,63;"zł";"";
1000000;"ŁÓDZKIE";"lipiec";"pomarańcze - za 1kg";"cena";"2018";6,22;"zł";"";
1000000;"ŁÓDZKIE";"lipiec";"cebula - za 1 kg";"cena";"2018";2,97;"zł";"";
1000000;"ŁÓDZKIE";"lipiec";"czekolada mleczna - za 100g";"cena";"2018";3,63;"zł";"";
1000000;"ŁÓDZKIE";"lipiec";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2018";2,89;"zł";"";
1000000;"ŁÓDZKIE";"lipiec";"podkoszulek męski bawełniany, bez rękawa";"cena";"2018";21,13;"zł";"";
1000000;"ŁÓDZKIE";"lipiec";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2018";3,80;"zł";"";
1000000;"ŁÓDZKIE";"sierpień";"szynka wieprzowa gotowana - za 1kg";"cena";"2018";27,14;"zł";"";
1000000;"ŁÓDZKIE";"sierpień";"kiełbasa wędzona (2) - za 1kg";"cena";"2018";19,61;"zł";"";
1000000;"ŁÓDZKIE";"sierpień";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2018";1,80;"zł";"";
1000000;"ŁÓDZKIE";"sierpień";"jaja kurze świeże - za 1szt";"cena";"2018";0,62;"zł";"";
1000000;"ŁÓDZKIE";"sierpień";"pomarańcze - za 1kg";"cena";"2018";6,59;"zł";"";
1000000;"ŁÓDZKIE";"sierpień";"cebula - za 1 kg";"cena";"2018";2,78;"zł";"";
1000000;"ŁÓDZKIE";"sierpień";"czekolada mleczna - za 100g";"cena";"2018";3,56;"zł";"";
1000000;"ŁÓDZKIE";"sierpień";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2018";2,91;"zł";"";
1000000;"ŁÓDZKIE";"sierpień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2018";20,28;"zł";"";
1000000;"ŁÓDZKIE";"sierpień";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2018";3,80;"zł";"";
1000000;"ŁÓDZKIE";"wrzesień";"szynka wieprzowa gotowana - za 1kg";"cena";"2018";26,65;"zł";"";
1000000;"ŁÓDZKIE";"wrzesień";"kiełbasa wędzona (2) - za 1kg";"cena";"2018";19,49;"zł";"";
1000000;"ŁÓDZKIE";"wrzesień";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2018";1,80;"zł";"";
1000000;"ŁÓDZKIE";"wrzesień";"jaja kurze świeże - za 1szt";"cena";"2018";0,60;"zł";"";
1000000;"ŁÓDZKIE";"wrzesień";"pomarańcze - za 1kg";"cena";"2018";6,63;"zł";"";
1000000;"ŁÓDZKIE";"wrzesień";"cebula - za 1 kg";"cena";"2018";2,54;"zł";"";
1000000;"ŁÓDZKIE";"wrzesień";"czekolada mleczna - za 100g";"cena";"2018";3,55;"zł";"";
1000000;"ŁÓDZKIE";"wrzesień";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2018";2,87;"zł";"";
1000000;"ŁÓDZKIE";"wrzesień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2018";21,78;"zł";"";
1000000;"ŁÓDZKIE";"wrzesień";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2018";3,80;"zł";"";
1000000;"ŁÓDZKIE";"październik";"szynka wieprzowa gotowana - za 1kg";"cena";"2018";26,72;"zł";"";
1000000;"ŁÓDZKIE";"październik";"kiełbasa wędzona (2) - za 1kg";"cena";"2018";19,69;"zł";"";
1000000;"ŁÓDZKIE";"październik";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2018";1,79;"zł";"";
1000000;"ŁÓDZKIE";"październik";"jaja kurze świeże - za 1szt";"cena";"2018";0,60;"zł";"";
1000000;"ŁÓDZKIE";"październik";"pomarańcze - za 1kg";"cena";"2018";6,61;"zł";"";
1000000;"ŁÓDZKIE";"październik";"cebula - za 1 kg";"cena";"2018";2,54;"zł";"";
1000000;"ŁÓDZKIE";"październik";"czekolada mleczna - za 100g";"cena";"2018";3,51;"zł";"";
1000000;"ŁÓDZKIE";"październik";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2018";2,79;"zł";"";
1000000;"ŁÓDZKIE";"październik";"podkoszulek męski bawełniany, bez rękawa";"cena";"2018";21,99;"zł";"";
1000000;"ŁÓDZKIE";"październik";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2018";3,80;"zł";"";
1000000;"ŁÓDZKIE";"listopad";"szynka wieprzowa gotowana - za 1kg";"cena";"2018";26,76;"zł";"";
1000000;"ŁÓDZKIE";"listopad";"kiełbasa wędzona (2) - za 1kg";"cena";"2018";19,59;"zł";"";
1000000;"ŁÓDZKIE";"listopad";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2018";1,80;"zł";"";
1000000;"ŁÓDZKIE";"listopad";"jaja kurze świeże - za 1szt";"cena";"2018";0,56;"zł";"";
1000000;"ŁÓDZKIE";"listopad";"pomarańcze - za 1kg";"cena";"2018";6,19;"zł";"";
1000000;"ŁÓDZKIE";"listopad";"cebula - za 1 kg";"cena";"2018";2,74;"zł";"";
1000000;"ŁÓDZKIE";"listopad";"czekolada mleczna - za 100g";"cena";"2018";3,63;"zł";"";
1000000;"ŁÓDZKIE";"listopad";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2018";2,82;"zł";"";
1000000;"ŁÓDZKIE";"listopad";"podkoszulek męski bawełniany, bez rękawa";"cena";"2018";21,99;"zł";"";
1000000;"ŁÓDZKIE";"listopad";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2018";3,80;"zł";"";
1000000;"ŁÓDZKIE";"grudzień";"szynka wieprzowa gotowana - za 1kg";"cena";"2018";26,47;"zł";"";
1000000;"ŁÓDZKIE";"grudzień";"kiełbasa wędzona (2) - za 1kg";"cena";"2018";19,52;"zł";"";
1000000;"ŁÓDZKIE";"grudzień";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2018";1,73;"zł";"";
1000000;"ŁÓDZKIE";"grudzień";"jaja kurze świeże - za 1szt";"cena";"2018";0,57;"zł";"";
1000000;"ŁÓDZKIE";"grudzień";"pomarańcze - za 1kg";"cena";"2018";5,89;"zł";"";
1000000;"ŁÓDZKIE";"grudzień";"cebula - za 1 kg";"cena";"2018";2,86;"zł";"";
1000000;"ŁÓDZKIE";"grudzień";"czekolada mleczna - za 100g";"cena";"2018";3,75;"zł";"";
1000000;"ŁÓDZKIE";"grudzień";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2018";2,74;"zł";"";
1000000;"ŁÓDZKIE";"grudzień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2018";22,13;"zł";"";
1000000;"ŁÓDZKIE";"grudzień";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2018";3,80;"zł";"";
1200000;"MAŁOPOLSKIE";"styczeń";"szynka wieprzowa gotowana - za 1kg";"cena";"2018";26,61;"zł";"";
1200000;"MAŁOPOLSKIE";"styczeń";"kiełbasa wędzona (2) - za 1kg";"cena";"2018";16,65;"zł";"";
1200000;"MAŁOPOLSKIE";"styczeń";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2018";1,83;"zł";"";
1200000;"MAŁOPOLSKIE";"styczeń";"jaja kurze świeże - za 1szt";"cena";"2018";0,74;"zł";"";
1200000;"MAŁOPOLSKIE";"styczeń";"pomarańcze - za 1kg";"cena";"2018";5,66;"zł";"";
1200000;"MAŁOPOLSKIE";"styczeń";"cebula - za 1 kg";"cena";"2018";1,65;"zł";"";
1200000;"MAŁOPOLSKIE";"styczeń";"czekolada mleczna - za 100g";"cena";"2018";3,95;"zł";"";
1200000;"MAŁOPOLSKIE";"styczeń";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2018";2,72;"zł";"";
1200000;"MAŁOPOLSKIE";"styczeń";"podkoszulek męski bawełniany, bez rękawa";"cena";"2018";22,53;"zł";"";
1200000;"MAŁOPOLSKIE";"styczeń";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2018";4,24;"zł";"";
1200000;"MAŁOPOLSKIE";"luty";"szynka wieprzowa gotowana - za 1kg";"cena";"2018";26,53;"zł";"";
1200000;"MAŁOPOLSKIE";"luty";"kiełbasa wędzona (2) - za 1kg";"cena";"2018";16,66;"zł";"";
1200000;"MAŁOPOLSKIE";"luty";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2018";1,82;"zł";"";
1200000;"MAŁOPOLSKIE";"luty";"jaja kurze świeże - za 1szt";"cena";"2018";0,72;"zł";"";
1200000;"MAŁOPOLSKIE";"luty";"pomarańcze - za 1kg";"cena";"2018";5,55;"zł";"";
1200000;"MAŁOPOLSKIE";"luty";"cebula - za 1 kg";"cena";"2018";1,58;"zł";"";
1200000;"MAŁOPOLSKIE";"luty";"czekolada mleczna - za 100g";"cena";"2018";3,79;"zł";"";
1200000;"MAŁOPOLSKIE";"luty";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2018";2,62;"zł";"";
1200000;"MAŁOPOLSKIE";"luty";"podkoszulek męski bawełniany, bez rękawa";"cena";"2018";22,01;"zł";"";
1200000;"MAŁOPOLSKIE";"luty";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2018";4,24;"zł";"";
1200000;"MAŁOPOLSKIE";"marzec";"szynka wieprzowa gotowana - za 1kg";"cena";"2018";26,48;"zł";"";
1200000;"MAŁOPOLSKIE";"marzec";"kiełbasa wędzona (2) - za 1kg";"cena";"2018";16,69;"zł";"";
1200000;"MAŁOPOLSKIE";"marzec";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2018";1,82;"zł";"";
1200000;"MAŁOPOLSKIE";"marzec";"jaja kurze świeże - za 1szt";"cena";"2018";0,65;"zł";"";
1200000;"MAŁOPOLSKIE";"marzec";"pomarańcze - za 1kg";"cena";"2018";5,81;"zł";"";
1200000;"MAŁOPOLSKIE";"marzec";"cebula - za 1 kg";"cena";"2018";1,57;"zł";"";
1200000;"MAŁOPOLSKIE";"marzec";"czekolada mleczna - za 100g";"cena";"2018";3,82;"zł";"";
1200000;"MAŁOPOLSKIE";"marzec";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2018";2,70;"zł";"";
1200000;"MAŁOPOLSKIE";"marzec";"podkoszulek męski bawełniany, bez rękawa";"cena";"2018";22,01;"zł";"";
1200000;"MAŁOPOLSKIE";"marzec";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2018";4,24;"zł";"";
1200000;"MAŁOPOLSKIE";"kwiecień";"szynka wieprzowa gotowana - za 1kg";"cena";"2018";26,53;"zł";"";
1200000;"MAŁOPOLSKIE";"kwiecień";"kiełbasa wędzona (2) - za 1kg";"cena";"2018";16,69;"zł";"";
1200000;"MAŁOPOLSKIE";"kwiecień";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2018";1,80;"zł";"";
1200000;"MAŁOPOLSKIE";"kwiecień";"jaja kurze świeże - za 1szt";"cena";"2018";0,95;"zł";"";
1200000;"MAŁOPOLSKIE";"kwiecień";"pomarańcze - za 1kg";"cena";"2018";5,40;"zł";"";
1200000;"MAŁOPOLSKIE";"kwiecień";"cebula - za 1 kg";"cena";"2018";1,65;"zł";"";
1200000;"MAŁOPOLSKIE";"kwiecień";"czekolada mleczna - za 100g";"cena";"2018";4,05;"zł";"";
1200000;"MAŁOPOLSKIE";"kwiecień";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2018";2,76;"zł";"";
1200000;"MAŁOPOLSKIE";"kwiecień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2018";24,76;"zł";"";
1200000;"MAŁOPOLSKIE";"kwiecień";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2018";4,24;"zł";"";
1200000;"MAŁOPOLSKIE";"maj";"szynka wieprzowa gotowana - za 1kg";"cena";"2018";26,65;"zł";"";
1200000;"MAŁOPOLSKIE";"maj";"kiełbasa wędzona (2) - za 1kg";"cena";"2018";16,53;"zł";"";
1200000;"MAŁOPOLSKIE";"maj";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2018";1,84;"zł";"";
1200000;"MAŁOPOLSKIE";"maj";"jaja kurze świeże - za 1szt";"cena";"2018";0,63;"zł";"";
1200000;"MAŁOPOLSKIE";"maj";"pomarańcze - za 1kg";"cena";"2018";5,79;"zł";"";
1200000;"MAŁOPOLSKIE";"maj";"cebula - za 1 kg";"cena";"2018";1,72;"zł";"";
1200000;"MAŁOPOLSKIE";"maj";"czekolada mleczna - za 100g";"cena";"2018";4,08;"zł";"";
1200000;"MAŁOPOLSKIE";"maj";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2018";2,85;"zł";"";
1200000;"MAŁOPOLSKIE";"maj";"podkoszulek męski bawełniany, bez rękawa";"cena";"2018";24,76;"zł";"";
1200000;"MAŁOPOLSKIE";"maj";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2018";4,24;"zł";"";
1200000;"MAŁOPOLSKIE";"czerwiec";"szynka wieprzowa gotowana - za 1kg";"cena";"2018";26,66;"zł";"";
1200000;"MAŁOPOLSKIE";"czerwiec";"kiełbasa wędzona (2) - za 1kg";"cena";"2018";16,69;"zł";"";
1200000;"MAŁOPOLSKIE";"czerwiec";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2018";1,85;"zł";"";
1200000;"MAŁOPOLSKIE";"czerwiec";"jaja kurze świeże - za 1szt";"cena";"2018";0,62;"zł";"";
1200000;"MAŁOPOLSKIE";"czerwiec";"pomarańcze - za 1kg";"cena";"2018";5,90;"zł";"";
1200000;"MAŁOPOLSKIE";"czerwiec";"cebula - za 1 kg";"cena";"2018";2,12;"zł";"";
1200000;"MAŁOPOLSKIE";"czerwiec";"czekolada mleczna - za 100g";"cena";"2018";4,06;"zł";"";
1200000;"MAŁOPOLSKIE";"czerwiec";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2018";2,78;"zł";"";
1200000;"MAŁOPOLSKIE";"czerwiec";"podkoszulek męski bawełniany, bez rękawa";"cena";"2018";25,03;"zł";"";
1200000;"MAŁOPOLSKIE";"czerwiec";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2018";4,29;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"szynka wieprzowa gotowana - za 1kg";"cena";"2018";26,64;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"kiełbasa wędzona (2) - za 1kg";"cena";"2018";16,69;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2018";1,93;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"jaja kurze świeże - za 1szt";"cena";"2018";0,60;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"pomarańcze - za 1kg";"cena";"2018";6,24;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"cebula - za 1 kg";"cena";"2018";2,33;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"czekolada mleczna - za 100g";"cena";"2018";4,09;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2018";2,84;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"podkoszulek męski bawełniany, bez rękawa";"cena";"2018";23,36;"zł";"";
1200000;"MAŁOPOLSKIE";"lipiec";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2018";4,29;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"szynka wieprzowa gotowana - za 1kg";"cena";"2018";26,66;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"kiełbasa wędzona (2) - za 1kg";"cena";"2018";16,36;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2018";1,93;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"jaja kurze świeże - za 1szt";"cena";"2018";0,62;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"pomarańcze - za 1kg";"cena";"2018";6,62;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"cebula - za 1 kg";"cena";"2018";2,51;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"czekolada mleczna - za 100g";"cena";"2018";3,87;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2018";2,92;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2018";22,14;"zł";"";
1200000;"MAŁOPOLSKIE";"sierpień";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2018";4,35;"zł";"";
1200000;"MAŁOPOLSKIE";"wrzesień";"szynka wieprzowa gotowana - za 1kg";"cena";"2018";25,88;"zł";"";
1200000;"MAŁOPOLSKIE";"wrzesień";"kiełbasa wędzona (2) - za 1kg";"cena";"2018";16,67;"zł";"";
1200000;"MAŁOPOLSKIE";"wrzesień";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2018";1,95;"zł";"";
1200000;"MAŁOPOLSKIE";"wrzesień";"jaja kurze świeże - za 1szt";"cena";"2018";0,59;"zł";"";
1200000;"MAŁOPOLSKIE";"wrzesień";"pomarańcze - za 1kg";"cena";"2018";6,57;"zł";"";
1200000;"MAŁOPOLSKIE";"wrzesień";"cebula - za 1 kg";"cena";"2018";2,02;"zł";"";
1200000;"MAŁOPOLSKIE";"wrzesień";"czekolada mleczna - za 100g";"cena";"2018";3,87;"zł";"";
1200000;"MAŁOPOLSKIE";"wrzesień";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2018";2,87;"zł";"";
1200000;"MAŁOPOLSKIE";"wrzesień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2018";22,93;"zł";"";
1200000;"MAŁOPOLSKIE";"wrzesień";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2018";4,35;"zł";"";
1200000;"MAŁOPOLSKIE";"październik";"szynka wieprzowa gotowana - za 1kg";"cena";"2018";26,07;"zł";"";
1200000;"MAŁOPOLSKIE";"październik";"kiełbasa wędzona (2) - za 1kg";"cena";"2018";17,03;"zł";"";
1200000;"MAŁOPOLSKIE";"październik";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2018";1,90;"zł";"";
1200000;"MAŁOPOLSKIE";"październik";"jaja kurze świeże - za 1szt";"cena";"2018";0,61;"zł";"";
1200000;"MAŁOPOLSKIE";"październik";"pomarańcze - za 1kg";"cena";"2018";6,27;"zł";"";
1200000;"MAŁOPOLSKIE";"październik";"cebula - za 1 kg";"cena";"2018";2,25;"zł";"";
1200000;"MAŁOPOLSKIE";"październik";"czekolada mleczna - za 100g";"cena";"2018";4,15;"zł";"";
1200000;"MAŁOPOLSKIE";"październik";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2018";2,90;"zł";"";
1200000;"MAŁOPOLSKIE";"październik";"podkoszulek męski bawełniany, bez rękawa";"cena";"2018";22,93;"zł";"";
1200000;"MAŁOPOLSKIE";"październik";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2018";4,35;"zł";"";
1200000;"MAŁOPOLSKIE";"listopad";"szynka wieprzowa gotowana - za 1kg";"cena";"2018";25,91;"zł";"";
1200000;"MAŁOPOLSKIE";"listopad";"kiełbasa wędzona (2) - za 1kg";"cena";"2018";16,72;"zł";"";
1200000;"MAŁOPOLSKIE";"listopad";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2018";1,83;"zł";"";
1200000;"MAŁOPOLSKIE";"listopad";"jaja kurze świeże - za 1szt";"cena";"2018";0,59;"zł";"";
1200000;"MAŁOPOLSKIE";"listopad";"pomarańcze - za 1kg";"cena";"2018";5,69;"zł";"";
1200000;"MAŁOPOLSKIE";"listopad";"cebula - za 1 kg";"cena";"2018";2,60;"zł";"";
1200000;"MAŁOPOLSKIE";"listopad";"czekolada mleczna - za 100g";"cena";"2018";3,81;"zł";"";
1200000;"MAŁOPOLSKIE";"listopad";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2018";2,93;"zł";"";
1200000;"MAŁOPOLSKIE";"listopad";"podkoszulek męski bawełniany, bez rękawa";"cena";"2018";23,38;"zł";"";
1200000;"MAŁOPOLSKIE";"listopad";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2018";4,35;"zł";"";
1200000;"MAŁOPOLSKIE";"grudzień";"szynka wieprzowa gotowana - za 1kg";"cena";"2018";24,84;"zł";"";
1200000;"MAŁOPOLSKIE";"grudzień";"kiełbasa wędzona (2) - za 1kg";"cena";"2018";16,88;"zł";"";
