"Kod";"Nazwa";"Miesiące";"Rodzaje towarów i usług";"Cena i wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2015";1,75;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"jaja kurze świeże - za 1szt";"cena";"2014";0,55;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"jaja kurze świeże - za 1szt";"cena";"2015";0,55;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"pomarańcze - za 1kg";"cena";"2014";4,89;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"pomarańcze - za 1kg";"cena";"2015";4,87;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"cebula - za 1 kg";"cena";"2014";2,32;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"cebula - za 1 kg";"cena";"2015";1,65;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"czekolada mleczna - za 100g";"cena";"2014";3,38;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"czekolada mleczna - za 100g";"cena";"2015";3,65;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2014";2,87;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2015";2,73;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2014";27,12;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2015";28,35;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2014";4,19;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2015";4,28;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"szynka wieprzowa gotowana - za 1kg";"cena";"2014";25,54;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"szynka wieprzowa gotowana - za 1kg";"cena";"2015";24,63;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"kiełbasa wędzona - za 1kg";"cena";"2014";16,75;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"kiełbasa wędzona - za 1kg";"cena";"2015";15,31;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2014";1,84;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2015";1,71;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"jaja kurze świeże - za 1szt";"cena";"2014";0,54;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"jaja kurze świeże - za 1szt";"cena";"2015";0,55;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"pomarańcze - za 1kg";"cena";"2014";5,07;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"pomarańcze - za 1kg";"cena";"2015";4,95;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"cebula - za 1 kg";"cena";"2014";2,79;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"cebula - za 1 kg";"cena";"2015";1,87;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"czekolada mleczna - za 100g";"cena";"2014";3,58;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"czekolada mleczna - za 100g";"cena";"2015";3,74;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2014";2,84;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2015";2,74;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2014";27,30;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2015";29,13;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2014";4,20;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2015";4,32;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"szynka wieprzowa gotowana - za 1kg";"cena";"2014";25,67;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"szynka wieprzowa gotowana - za 1kg";"cena";"2015";24,49;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"kiełbasa wędzona - za 1kg";"cena";"2014";17,18;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"kiełbasa wędzona - za 1kg";"cena";"2015";15,38;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2014";1,80;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2015";1,74;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"jaja kurze świeże - za 1szt";"cena";"2014";0,55;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"jaja kurze świeże - za 1szt";"cena";"2015";0,54;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"pomarańcze - za 1kg";"cena";"2014";5,23;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"pomarańcze - za 1kg";"cena";"2015";5,33;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"cebula - za 1 kg";"cena";"2014";3,15;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"cebula - za 1 kg";"cena";"2015";2,81;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"czekolada mleczna - za 100g";"cena";"2014";3,46;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"czekolada mleczna - za 100g";"cena";"2015";3,75;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2014";2,84;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2015";2,70;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2014";27,42;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2015";29,13;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2014";4,20;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2015";4,33;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"szynka wieprzowa gotowana - za 1kg";"cena";"2014";25,91;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"szynka wieprzowa gotowana - za 1kg";"cena";"2015";24,68;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"kiełbasa wędzona - za 1kg";"cena";"2014";16,87;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"kiełbasa wędzona - za 1kg";"cena";"2015";15,42;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2014";1,78;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2015";1,72;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"jaja kurze świeże - za 1szt";"cena";"2014";0,55;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"jaja kurze świeże - za 1szt";"cena";"2015";0,53;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"pomarańcze - za 1kg";"cena";"2014";5,44;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"pomarańcze - za 1kg";"cena";"2015";5,87;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"cebula - za 1 kg";"cena";"2014";3,05;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"cebula - za 1 kg";"cena";"2015";3,22;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"czekolada mleczna - za 100g";"cena";"2014";3,54;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"czekolada mleczna - za 100g";"cena";"2015";3,80;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2014";2,82;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2015";2,73;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2014";27,42;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2015";29,13;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2014";4,20;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2015";4,33;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"szynka wieprzowa gotowana - za 1kg";"cena";"2014";25,77;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"szynka wieprzowa gotowana - za 1kg";"cena";"2015";24,55;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"kiełbasa wędzona - za 1kg";"cena";"2014";17,04;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"kiełbasa wędzona - za 1kg";"cena";"2015";15,59;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2014";1,78;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2015";1,65;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"jaja kurze świeże - za 1szt";"cena";"2014";0,55;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"jaja kurze świeże - za 1szt";"cena";"2015";0,54;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"pomarańcze - za 1kg";"cena";"2014";5,60;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"pomarańcze - za 1kg";"cena";"2015";6,55;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"cebula - za 1 kg";"cena";"2014";2,48;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"cebula - za 1 kg";"cena";"2015";2,84;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"czekolada mleczna - za 100g";"cena";"2014";3,51;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"czekolada mleczna - za 100g";"cena";"2015";3,78;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2014";2,82;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2015";2,76;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2014";27,48;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2015";29,11;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2014";4,20;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2015";4,33;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"szynka wieprzowa gotowana - za 1kg";"cena";"2014";25,95;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"szynka wieprzowa gotowana - za 1kg";"cena";"2015";25,09;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"kiełbasa wędzona - za 1kg";"cena";"2014";17,29;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"kiełbasa wędzona - za 1kg";"cena";"2015";15,28;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2014";1,77;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2015";1,64;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"jaja kurze świeże - za 1szt";"cena";"2014";0,56;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"jaja kurze świeże - za 1szt";"cena";"2015";0,54;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"pomarańcze - za 1kg";"cena";"2014";5,84;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"pomarańcze - za 1kg";"cena";"2015";6,28;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"cebula - za 1 kg";"cena";"2014";2,02;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"cebula - za 1 kg";"cena";"2015";2,60;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"czekolada mleczna - za 100g";"cena";"2014";3,53;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"czekolada mleczna - za 100g";"cena";"2015";3,79;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2014";2,80;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2015";2,76;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2014";27,01;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2015";28,70;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2014";4,20;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2015";4,33;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"szynka wieprzowa gotowana - za 1kg";"cena";"2014";25,24;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"szynka wieprzowa gotowana - za 1kg";"cena";"2015";24,92;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"kiełbasa wędzona - za 1kg";"cena";"2014";16,88;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"kiełbasa wędzona - za 1kg";"cena";"2015";14,90;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2014";1,76;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2015";1,63;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"jaja kurze świeże - za 1szt";"cena";"2014";0,54;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"jaja kurze świeże - za 1szt";"cena";"2015";0,53;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"pomarańcze - za 1kg";"cena";"2014";5,95;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"pomarańcze - za 1kg";"cena";"2015";6,27;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"cebula - za 1 kg";"cena";"2014";1,79;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"cebula - za 1 kg";"cena";"2015";2,27;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"czekolada mleczna - za 100g";"cena";"2014";3,63;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"czekolada mleczna - za 100g";"cena";"2015";3,87;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2014";2,80;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2015";2,74;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2014";27,25;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2015";28,76;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2014";4,20;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2015";4,33;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"szynka wieprzowa gotowana - za 1kg";"cena";"2014";25,27;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"szynka wieprzowa gotowana - za 1kg";"cena";"2015";25,07;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"kiełbasa wędzona - za 1kg";"cena";"2014";17,01;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"kiełbasa wędzona - za 1kg";"cena";"2015";14,20;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2014";1,77;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2015";1,69;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"jaja kurze świeże - za 1szt";"cena";"2014";0,55;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"jaja kurze świeże - za 1szt";"cena";"2015";0,55;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"pomarańcze - za 1kg";"cena";"2014";5,35;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"pomarańcze - za 1kg";"cena";"2015";5,70;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"cebula - za 1 kg";"cena";"2014";1,61;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"cebula - za 1 kg";"cena";"2015";2,22;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"czekolada mleczna - za 100g";"cena";"2014";3,58;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"czekolada mleczna - za 100g";"cena";"2015";3,93;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2014";2,79;"zł";"";
