"Kod";"Nazwa";"Miesiące";"Rodzaje towarów i usług";"Cena i wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0200000;"DOLNOŚLĄSKIE";"marzec";"czekolada mleczna - za 100g";"cena";"2007";3,09;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2006";2,57;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2007";2,55;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2006";19,73;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2007";20,41;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2006";2,42;"zł";"";
0200000;"DOLNOŚLĄSKIE";"marzec";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2007";2,51;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"szynka wieprzowa gotowana - za 1kg";"cena";"2006";20,38;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"szynka wieprzowa gotowana - za 1kg";"cena";"2007";20,73;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"kiełbasa wędzona - za 1kg";"cena";"2006";11,58;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"kiełbasa wędzona - za 1kg";"cena";"2007";11,31;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"śmietana o zawartości tłuszczu 18% - za 200 ml";"cena";"2006";1,18;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"śmietana o zawartości tłuszczu 18% - za 200 ml";"cena";"2007";1,18;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"jaja kurze świeże - za 1szt";"cena";"2006";0,34;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"jaja kurze świeże - za 1szt";"cena";"2007";0,34;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"cebula - za 1 kg";"cena";"2006";1,36;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"cebula - za 1 kg";"cena";"2007";2,63;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"czekolada mleczna - za 100g";"cena";"2006";3,11;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"czekolada mleczna - za 100g";"cena";"2007";3,05;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2006";2,56;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2007";2,57;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2006";19,73;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2007";20,41;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2006";2,42;"zł";"";
0200000;"DOLNOŚLĄSKIE";"kwiecień";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2007";2,52;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"szynka wieprzowa gotowana - za 1kg";"cena";"2006";20,53;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"szynka wieprzowa gotowana - za 1kg";"cena";"2007";20,83;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"kiełbasa wędzona - za 1kg";"cena";"2006";11,82;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"kiełbasa wędzona - za 1kg";"cena";"2007";11,49;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"śmietana o zawartości tłuszczu 18% - za 200 ml";"cena";"2006";1,18;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"śmietana o zawartości tłuszczu 18% - za 200 ml";"cena";"2007";1,18;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"jaja kurze świeże - za 1szt";"cena";"2006";0,34;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"jaja kurze świeże - za 1szt";"cena";"2007";0,35;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"cebula - za 1 kg";"cena";"2006";1,46;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"cebula - za 1 kg";"cena";"2007";2,87;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"czekolada mleczna - za 100g";"cena";"2006";3,12;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"czekolada mleczna - za 100g";"cena";"2007";3,09;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2006";2,57;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2007";2,55;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2006";19,67;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2007";20,47;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2006";2,43;"zł";"";
0200000;"DOLNOŚLĄSKIE";"maj";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2007";2,53;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"szynka wieprzowa gotowana - za 1kg";"cena";"2006";20,59;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"szynka wieprzowa gotowana - za 1kg";"cena";"2007";20,55;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"kiełbasa wędzona - za 1kg";"cena";"2006";11,77;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"kiełbasa wędzona - za 1kg";"cena";"2007";11,59;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"śmietana o zawartości tłuszczu 18% - za 200 ml";"cena";"2006";1,18;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"śmietana o zawartości tłuszczu 18% - za 200 ml";"cena";"2007";1,18;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"jaja kurze świeże - za 1szt";"cena";"2006";0,33;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"jaja kurze świeże - za 1szt";"cena";"2007";0,35;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"cebula - za 1 kg";"cena";"2006";1,76;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"cebula - za 1 kg";"cena";"2007";2,86;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"czekolada mleczna - za 100g";"cena";"2006";3,13;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"czekolada mleczna - za 100g";"cena";"2007";3,11;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2006";2,58;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2007";2,56;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2006";19,67;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2007";20,85;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2006";2,43;"zł";"";
0200000;"DOLNOŚLĄSKIE";"czerwiec";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2007";2,53;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"szynka wieprzowa gotowana - za 1kg";"cena";"2006";20,83;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"szynka wieprzowa gotowana - za 1kg";"cena";"2007";20,86;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"kiełbasa wędzona - za 1kg";"cena";"2006";11,69;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"kiełbasa wędzona - za 1kg";"cena";"2007";11,72;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"śmietana o zawartości tłuszczu 18% - za 200 ml";"cena";"2006";1,18;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"śmietana o zawartości tłuszczu 18% - za 200 ml";"cena";"2007";1,31;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"jaja kurze świeże - za 1szt";"cena";"2006";0,32;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"jaja kurze świeże - za 1szt";"cena";"2007";0,34;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"cebula - za 1 kg";"cena";"2006";2,63;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"cebula - za 1 kg";"cena";"2007";2,53;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"czekolada mleczna - za 100g";"cena";"2006";3,12;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"czekolada mleczna - za 100g";"cena";"2007";3,13;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2006";2,60;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2007";2,57;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2006";19,46;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2007";20,26;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2006";2,43;"zł";"";
0200000;"DOLNOŚLĄSKIE";"lipiec";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2007";2,53;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"szynka wieprzowa gotowana - za 1kg";"cena";"2006";21,09;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"szynka wieprzowa gotowana - za 1kg";"cena";"2007";20,96;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"kiełbasa wędzona - za 1kg";"cena";"2006";11,83;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"kiełbasa wędzona - za 1kg";"cena";"2007";11,90;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"śmietana o zawartości tłuszczu 18% - za 200 ml";"cena";"2006";1,18;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"śmietana o zawartości tłuszczu 18% - za 200 ml";"cena";"2007";1,35;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"jaja kurze świeże - za 1szt";"cena";"2006";0,32;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"jaja kurze świeże - za 1szt";"cena";"2007";0,35;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"cebula - za 1 kg";"cena";"2006";2,71;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"cebula - za 1 kg";"cena";"2007";2,34;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"czekolada mleczna - za 100g";"cena";"2006";3,10;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"czekolada mleczna - za 100g";"cena";"2007";3,14;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2006";2,60;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2007";2,61;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2006";19,46;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2007";20,26;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2006";2,45;"zł";"";
0200000;"DOLNOŚLĄSKIE";"sierpień";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2007";2,58;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"szynka wieprzowa gotowana - za 1kg";"cena";"2006";21,17;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"szynka wieprzowa gotowana - za 1kg";"cena";"2007";21,08;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"kiełbasa wędzona - za 1kg";"cena";"2006";11,59;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"kiełbasa wędzona - za 1kg";"cena";"2007";12,24;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"śmietana o zawartości tłuszczu 18% - za 200 ml";"cena";"2006";1,18;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"śmietana o zawartości tłuszczu 18% - za 200 ml";"cena";"2007";1,35;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"jaja kurze świeże - za 1szt";"cena";"2006";0,33;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"jaja kurze świeże - za 1szt";"cena";"2007";0,36;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"cebula - za 1 kg";"cena";"2006";2,39;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"cebula - za 1 kg";"cena";"2007";2,02;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"czekolada mleczna - za 100g";"cena";"2006";3,09;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"czekolada mleczna - za 100g";"cena";"2007";3,10;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2006";2,61;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2007";2,63;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2006";19,46;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2007";19,68;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2006";2,45;"zł";"";
0200000;"DOLNOŚLĄSKIE";"wrzesień";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2007";2,58;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"szynka wieprzowa gotowana - za 1kg";"cena";"2006";21,20;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"szynka wieprzowa gotowana - za 1kg";"cena";"2007";21,15;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"kiełbasa wędzona - za 1kg";"cena";"2006";11,73;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"kiełbasa wędzona - za 1kg";"cena";"2007";12,45;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"śmietana o zawartości tłuszczu 18% - za 200 ml";"cena";"2006";1,18;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"śmietana o zawartości tłuszczu 18% - za 200 ml";"cena";"2007";1,39;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"jaja kurze świeże - za 1szt";"cena";"2006";0,33;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"jaja kurze świeże - za 1szt";"cena";"2007";0,37;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"cebula - za 1 kg";"cena";"2006";2,09;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"cebula - za 1 kg";"cena";"2007";1,77;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"czekolada mleczna - za 100g";"cena";"2006";3,10;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"czekolada mleczna - za 100g";"cena";"2007";3,19;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2006";2,61;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2007";2,63;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2006";19,08;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2007";20,04;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2006";2,46;"zł";"";
0200000;"DOLNOŚLĄSKIE";"październik";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2007";2,60;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"szynka wieprzowa gotowana - za 1kg";"cena";"2006";21,37;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"szynka wieprzowa gotowana - za 1kg";"cena";"2007";21,25;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"kiełbasa wędzona - za 1kg";"cena";"2006";11,69;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"kiełbasa wędzona - za 1kg";"cena";"2007";12,50;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"śmietana o zawartości tłuszczu 18% - za 200 ml";"cena";"2006";1,18;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"śmietana o zawartości tłuszczu 18% - za 200 ml";"cena";"2007";1,39;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"jaja kurze świeże - za 1szt";"cena";"2006";0,33;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"jaja kurze świeże - za 1szt";"cena";"2007";0,38;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"cebula - za 1 kg";"cena";"2006";1,98;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"cebula - za 1 kg";"cena";"2007";1,65;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"czekolada mleczna - za 100g";"cena";"2006";3,08;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"czekolada mleczna - za 100g";"cena";"2007";3,11;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2006";2,59;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2007";2,64;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2006";19,08;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2007";20,04;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2006";2,44;"zł";"";
0200000;"DOLNOŚLĄSKIE";"listopad";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2007";2,60;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"szynka wieprzowa gotowana - za 1kg";"cena";"2006";21,46;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"szynka wieprzowa gotowana - za 1kg";"cena";"2007";21,25;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"kiełbasa wędzona - za 1kg";"cena";"2006";11,61;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"kiełbasa wędzona - za 1kg";"cena";"2007";12,73;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"śmietana o zawartości tłuszczu 18% - za 200 ml";"cena";"2006";1,18;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"śmietana o zawartości tłuszczu 18% - za 200 ml";"cena";"2007";1,39;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"jaja kurze świeże - za 1szt";"cena";"2006";0,34;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"jaja kurze świeże - za 1szt";"cena";"2007";0,39;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"cebula - za 1 kg";"cena";"2006";2,11;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"cebula - za 1 kg";"cena";"2007";1,68;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"czekolada mleczna - za 100g";"cena";"2006";3,06;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"czekolada mleczna - za 100g";"cena";"2007";3,14;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2006";2,60;"zł";"";
0200000;"DOLNOŚLĄSKIE";"grudzień";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2007";2,61;"zł";"";
