"Kod";"Nazwa";"Miesiące";"Rodzaje towarów i usług";"Cena i wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0400000;"KUJAWSKO-POMORSKIE";"maj";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2019";2,96;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"podkoszulek męski bawełniany, bez rękawa";"cena";"2019";29,30;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"maj";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2019";3,47;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"czerwiec";"szynka wieprzowa gotowana - za 1kg";"cena";"2019";31,54;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"czerwiec";"kiełbasa wędzona (2) - za 1kg";"cena";"2019";20,49;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"czerwiec";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2019";1,87;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"czerwiec";"jaja kurze świeże (chów wolnowybiegowy) - za 1szt";"cena";"2019";0,90;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"czerwiec";"pomarańcze - za 1kg";"cena";"2019";5,79;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"czerwiec";"cebula - za 1 kg";"cena";"2019";5,02;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"czerwiec";"czekolada mleczna - za 100g";"cena";"2019";3,90;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"czerwiec";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2019";3,01;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"czerwiec";"podkoszulek męski bawełniany, bez rękawa";"cena";"2019";28,45;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"czerwiec";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2019";3,48;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"lipiec";"szynka wieprzowa gotowana - za 1kg";"cena";"2019";31,85;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"lipiec";"kiełbasa wędzona (2) - za 1kg";"cena";"2019";20,52;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"lipiec";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2019";1,93;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"lipiec";"jaja kurze świeże (chów wolnowybiegowy) - za 1szt";"cena";"2019";0,89;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"lipiec";"pomarańcze - za 1kg";"cena";"2019";5,98;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"lipiec";"cebula - za 1 kg";"cena";"2019";5,12;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"lipiec";"czekolada mleczna - za 100g";"cena";"2019";3,93;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"lipiec";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2019";3,07;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"lipiec";"podkoszulek męski bawełniany, bez rękawa";"cena";"2019";28,45;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"lipiec";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2019";3,50;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"sierpień";"szynka wieprzowa gotowana - za 1kg";"cena";"2019";31,81;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"sierpień";"kiełbasa wędzona (2) - za 1kg";"cena";"2019";20,66;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"sierpień";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2019";1,96;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"sierpień";"jaja kurze świeże (chów wolnowybiegowy) - za 1szt";"cena";"2019";0,91;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"sierpień";"pomarańcze - za 1kg";"cena";"2019";6,23;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"sierpień";"cebula - za 1 kg";"cena";"2019";4,73;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"sierpień";"czekolada mleczna - za 100g";"cena";"2019";4,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"sierpień";"piwo jasne pełne, butelkowane - za 0,5l";"cena";"2019";3,00;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"sierpień";"podkoszulek męski bawełniany, bez rękawa";"cena";"2019";28,60;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"sierpień";"zimna woda z miejskiej sieci wodociągowej - za 1m3";"cena";"2019";3,50;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"wrzesień";"szynka wieprzowa gotowana - za 1kg";"cena";"2019";32,20;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"wrzesień";"kiełbasa wędzona (2) - za 1kg";"cena";"2019";20,83;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"wrzesień";"śmietana o zawartości tłuszczu 18% - za 200 g";"cena";"2019";1,92;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"wrzesień";"jaja kurze świeże (chów wolnowybiegowy) - za 1szt";"cena";"2019";0,87;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"wrzesień";"pomarańcze - za 1kg";"cena";"2019";6,22;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"wrzesień";"cebula - za 1 kg";"cena";"2019";4,30;"zł";"";
0400000;"KUJAWSKO-POMORSKIE";"wrzesień";"czekolada mleczna - za 100g";"cena";"2019";3,98;"zł";"";
